Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Nolzur's Marvelous Pigments,XDMG,,False,very rare,,,,"[""This fine wooden box contains {@dice 1d4} pots of pigment and a brush (weighing 1 pound in total). Using the brush and expending 1 pot of pigment, you can paint any number of three-dimensional objects and terrain features (such as walls, doors, trees, flowers, weapons, webs, and pits), provided these elements are all confined to a 20-foot {@variantrule Cube [Area of Effect]|XPHB|Cube}. The effort takes 10 minutes (regardless of the number of elements you create), during which time you must remain in the {@variantrule Cube [Area of Effect]|XPHB|Cube}, and requires {@status Concentration|XPHB}. If your {@status Concentration|XPHB} is broken or you leave the {@variantrule Cube [Area of Effect]|XPHB|Cube} before the work is done, all the painted elements vanish, and the pot of pigment is wasted."", ""When the work is done, all the painted objects and terrain features become real. Thus, painting a door on a wall creates an actual door, which can be opened to whatever is beyond. Painting a pit creates a real pit, the entire depth of which must lie within the 20-foot {@variantrule Cube [Area of Effect]|XPHB|Cube}."", ""No object created by a pot of pigment can have a value greater than 25 GP, and the total value of all objects created by a pot of pigment can't exceed 500 GP. If you paint objects of greater value (such as a large pile of gold), they look authentic, but close inspection reveals they're made from paste, cookies, or some other worthless material."", ""If you paint a form of energy such as fire or lightning, the energy dissipates as soon as you complete the painting, doing no harm.""]",,,,
Oil,XPHB,G|XPHB,False,none,1,10,,"[""You can douse a creature, object, or space with Oil or use it as fuel, as detailed below."", {""name"": ""Dousing a Creature or an Object"", ""type"": ""entries"", ""entries"": [""When you take the {@action Attack|XPHB} action, you can replace one of your attacks with throwing an Oil flask. Target one creature or object within 20 feet of yourself. The target must succeed on a Dexterity saving throw ({@dc 8} plus your Dexterity modifier and {@variantrule Proficiency|XPHB|Proficiency Bonus}) or be covered in oil. If the target takes Fire damage before the oil dries (after 1 minute), the target takes an extra 5 Fire damage from burning oil.""]}, {""name"": ""Dousing a Space"", ""type"": ""entries"", ""entries"": [""You can take the {@action Utilize|XPHB} action to pour an Oil flask on level ground to cover a 5-foot-square area within 5 feet of yourself. If lit, the oil burns until the end of the turn 2 rounds from when the oil was lit (or 12 seconds) and deals 5 Fire damage to any creature that enters the area or ends its turn there. A creature can take this damage only once per turn.""]}, {""name"": ""Fuel"", ""type"": ""entries"", ""entries"": [""Oil serves as fuel for Lamps and Lanterns. Once lit, a flask of Oil burns for 6 hours in a Lamp or Lantern. That duration doesn't need to be consecutive; you can extinguish the burning Oil (as a {@action Utilize|XPHB} action) and rekindle it again until it has burned for a total of 6 hours.""]}]",,,,
Oil of Etherealness,XDMG,P|XPHB,False,rare,0.5,,,"[""One vial of this oil can cover one Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the {@spell Etherealness|XPHB} spell for 1 hour."", ""Beads of this cloudy, gray oil form on the outside of its container and quickly evaporate.""]",,,,
Oil of Sharpness,XDMG,P|XPHB,False,very rare,0.5,,,"[""One vial of this oil can coat one Melee weapon or twenty pieces of ammunition, but only ammunition and Melee weapons that are nonmagical and deal Slashing or Piercing damage are affected. Applying the oil takes 1 minute, after which the oil magically seeps into whatever it coats, turning the coated weapon into a +3 Weapon or the coated ammunition into +3 Ammunition."", ""This clear, gelatinous oil sparkles with tiny, ultrathin silver shards.""]",,,,
Oil of Slipperiness,XDMG,P|XPHB,False,uncommon,0.5,,,"[""One vial of this oil can cover one Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the {@spell Freedom of Movement|XPHB} spell for 8 hours."", ""Alternatively, the oil can be poured on the ground as a {@action Magic|XPHB} action, where it covers a 10-foot square, duplicating the effect of the {@spell Grease|XPHB} spell in that area for 8 hours."", ""This sticky, black unguent is thick and heavy, but it flows quickly when poured.""]",,,,
Oil of Taggit,XDMG,G|XPHB,False,none,,40000,,"[""A creature subjected to Oil of Taggit must succeed on a {@dc 13} Constitution saving throw or have the {@condition Poisoned|XPHB} condition for 24 hours. The creature also has the {@condition Unconscious|XPHB} condition while {@condition Poisoned|XPHB} in this way. It wakes up if it takes damage.""]",,,,
Orb of Dragonkind,XDMG,,False,artifact,3,,true,"[""Long ago, in the Dragonlance setting, elves and humans waged a terrible war against chromatic dragons. When the world seemed doomed, the wizards of the Towers of High Sorcery came together and forged five Orbs of Dragonkind to help defeat the dragons. One orb was taken to each of the five towers, and there they were used to speed the war toward a victorious end. The wizards used the orbs to lure dragons to them, then destroyed the dragons with powerful magic."", ""As the Towers of High Sorcery fell in later ages, the orbs were destroyed or faded into legend, and only three are thought to survive. Their magic has been warped over the centuries. Their primary purpose of calling dragons still functions, but they also allow some measure of control over dragons."", ""Each orb contains the essence of an evil dragon, a presence that resents any attempt to coax magic from it. Those who try to wield an orb's magic but lack sufficient force of personality might find themselves under the orb's control."", ""An orb is an etched crystal globe about 10 inches in diameter. When used, it grows to about 20 inches in diameter, and mist swirls inside it."", ""While attuned to an orb, you can take a {@action Magic|XPHB} action to peer into the orb's depths. You must then make a {@dc 15} Charisma saving throw. On a successful save, you control the orb for as long as you remain attuned to it. On a failed save, the orb imposes the {@condition Charmed|XPHB} condition on you for as long as you remain attuned to it."", ""While you are {@condition Charmed|XPHB} by the orb, you can't voluntarily end your {@variantrule Attunement|XPHB} to it, and the orb casts {@spell Suggestion|XPHB} on you at will (save {@dc 18}), urging you to work toward the evil ends it desires. The dragon essence within the orb might want many things: the annihilation of a particular society or organization, freedom from the orb, to spread suffering in the world, to advance the worship of {@book Tiamat|XDMG|8|Tiamat}, or something else the DM decides."", {""type"": ""entries"", ""name"": ""Random Properties"", ""entries"": [""An Orb of Dragonkind has the following random properties:"", {""type"": ""list"", ""items"": [""2 {@table Artifact Properties; Minor Beneficial Properties|XDMG|minor beneficial} properties"", ""1 {@table Artifact Properties; Minor Detrimental Properties|XDMG|minor detrimental} property"", ""1 {@table Artifact Properties; Major Detrimental Properties|XDMG|major detrimental} property""]}]}, {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""The orb has 7 charges and regains {@dice 1d4 + 3} expended charges daily at dawn. If you control the orb, you can cast one of the spells on the following table from it. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Cure Wounds|XPHB} (level 9 version)"", ""4""], [""{@spell Daylight|XPHB}"", ""1""], [""{@spell Death Ward|XPHB}"", ""2""], [""{@spell Detect Magic|XPHB}"", ""0""], [""{@spell Scrying|XPHB} (save {@dc 18})"", ""3""]]}]}, {""type"": ""entries"", ""name"": ""Call Dragons"", ""entries"": [""While you control the orb, you can take a {@action Magic|XPHB} action to cause the orb to issue a telepathic call that extends in all directions for 40 miles. Chromatic dragons in range feel compelled to come to the orb as soon as possible by the most direct route. Dragon deities such as {@book Tiamat|XDMG|8|Tiamat} are unaffected by this call. Chromatic dragons drawn to the orb might be {@variantrule Hostile [Attitude]|XPHB|Hostile} toward you for compelling them against their will. Once you have used this property, it can't be used again for 1 hour.""]}, {""type"": ""entries"", ""name"": ""Destroying an Orb"", ""entries"": [""An Orb of Dragonkind has AC 20 and is destroyed if it takes damage from a +3 Weapon or a {@spell Disintegrate|XPHB} spell. Nothing else can harm it.""]}]",,,,
Ox,XDMG,TG|XDMG,False,none,,1500,,,,,,
Pale Tincture,XDMG,G|XPHB,False,none,,25000,,"[""A creature subjected to Pale Tincture must succeed on a {@dc 16} Constitution saving throw or take 3 ({@damage 1d6}) Poison damage and have the {@condition Poisoned|XPHB} condition. The {@condition Poisoned|XPHB} creature repeats the save every 24 hours, taking 3 ({@damage 1d6}) Poison damage on a failed save. The damage the poison deals can't be healed by any means while the creature remains {@condition Poisoned|XPHB}. After seven successful saves against the poison, the creature is no longer {@condition Poisoned|XPHB}.""]",,,,
Paper,XPHB,G|XPHB,False,none,,20,,"[""One sheet of Paper can hold about 250 handwritten words.""]",,,,
Parchment,XPHB,G|XPHB,False,none,,10,,"[""One sheet of Parchment can hold about 250 handwritten words.""]",,,,
Pearl of Power,XDMG,,False,uncommon,,,by a spellcaster,"[""While this pearl is on your person, you can take a {@action Magic|XPHB} action to regain one expended spell slot of level 3 or lower. Once you use the pearl, it can't be used again until the next dawn.""]",,,,
Pepper,XDMG,TG|XDMG,False,none,1,200,,,,,,
Perfume,XPHB,G|XPHB,False,none,,500,,"[""Perfume comes in a 4-ounce vial. For 1 hour after applying Perfume to yourself, you have {@variantrule Advantage|XPHB} on Charisma ({@skill Persuasion|XPHB}) checks made to influence an Indifferent Humanoid within 5 feet of yourself.""]",,,,
Periapt of Health,XDMG,,False,uncommon,1,,true,"[""While wearing this pendant, you can take a {@action Magic|XPHB} action to regain {@dice 2d4 + 2} {@variantrule Hit Points|XPHB}. Once used, this property can't be used again until the next dawn."", ""In addition, you have {@variantrule Advantage|XPHB} on saving throws to avoid or end the {@condition Poisoned|XPHB} condition while you wear this pendant.""]",,,,
Periapt of Proof against Poison,XDMG,,False,rare,1,,true,"[""This delicate silver chain has a brilliant-cut black gem pendant. While you wear it, you have {@variantrule Immunity|XPHB} to the {@condition Poisoned|XPHB} condition and Poison damage.""]",,,,
Periapt of Wound Closure,XDMG,,False,uncommon,1,,true,"[""While wearing this pendant, you gain the following benefits."", {""type"": ""entries"", ""name"": ""Life Preservation"", ""entries"": [""Whenever you make a {@variantrule Death Saving Throw|XPHB}, you can change a roll of 9 or lower to a 10, turning a failed save into a successful one.""]}, {""type"": ""entries"", ""name"": ""Natural Healing Boost"", ""entries"": [""Whenever you roll a {@variantrule Hit Point Dice|XPHB|Hit Point Die} to regain {@variantrule Hit Points|XPHB}, double the number of {@variantrule Hit Points|XPHB} it restores.""]}]",,,,
Philter of Love,XDMG,P|XPHB,False,uncommon,0.5,,,"[""The next time you see a creature within 10 minutes after drinking this philter, you are {@condition charmed|XPHB} by that creature and have the {@condition Charmed|XPHB} condition for 1 hour."", ""This rose-hued, effervescent liquid contains one easy-to-miss bubble shaped like a heart.""]",,,,
Pig,XDMG,TG|XDMG,False,none,,300,,,,,,
Pipes of Haunting,XDMG,,False,uncommon,,,,"[""These pipes have 3 charges and regain {@dice 1d3} expended charges daily at dawn. You can take a {@action Magic|XPHB} action to play them and expend 1 charge to create an eerie, spellbinding tune. Each creature of your choice within 30 feet of you must succeed on a {@dc 15} Wisdom saving throw or have the {@condition Frightened|XPHB} condition for 1 minute. A creature that fails the save repeats it at the end of each of its turns, ending the effect on itself on a success. A creature that succeeds on its save is immune to the effect of these pipes for 24 hours.""]",,,,
